synthetic_pair_uid,duplication_control_pair_uid,parent_pair_uid,parent_seller_uid_left,parent_seller_uid_right,component_id,fold,review_label,evidence_type,track,seed,variant_index,transform,left_profile_sha256,right_profile_sha256,parent_training_sample_weight,child_training_sample_weight,synthetic_train_only,benchmark_eligible
synthetic://step27/v1_1/silver_sensitivity/seed_20260324/silver_sensitivity_matched_000/negative/v00/left||synthetic://step27/v1_1/silver_sensitivity/seed_20260324/silver_sensitivity_matched_000/negative/v00/right,synthetic://step27/v1_1/duplication/silver_sensitivity/seed_20260324/silver_sensitivity_matched_000/negative/v00,market_item.xlsx|中文暗网交易市场|seller_raw:494256||market_item.xlsx|茶马古道|seller_raw:/shop/433651,market_item.xlsx|中文暗网交易市场|seller_raw:494256,market_item.xlsx|茶马古道|seller_raw:/shop/433651,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,template_clone_not_controller,silver_sensitivity,20260324,0,section_order_rotation,6dcf327b46b8cc5ca1d02bac885f44f24c29e851ab8a5380842746a0f20bdd95,729a642d5cd8a21231ca93e796ea137d7f7b63a8d5b30be697f32029d93afbab,0.120000000000,0.060000000000,1,0
synthetic://step27/v1_1/silver_sensitivity/seed_20260324/silver_sensitivity_matched_000/positive/v00/left||synthetic://step27/v1_1/silver_sensitivity/seed_20260324/silver_sensitivity_matched_000/positive/v00/right,synthetic://step27/v1_1/duplication/silver_sensitivity/seed_20260324/silver_sensitivity_matched_000/positive/v00,market_item.xlsx|中文暗网交易市场|seller_raw:54210||market_item.xlsx|茶马古道|seller_raw:/shop/400997,market_item.xlsx|中文暗网交易市场|seller_raw:54210,market_item.xlsx|茶马古道|seller_raw:/shop/400997,zh_target_strict_cc_f7f70f2184be4bbd,0,positive,same_controller_direct_identifier,silver_sensitivity,20260324,0,section_order_rotation,e4f128ef3295ed5918ff07fd5a37368ef01909c9065ab44e55d835471bb26dd7,01dac718ea08d36e645b5ddea9960b3536cf9ab58b6b87090ec4e1bb35b0a718,0.550000000000,0.275000000000,1,0
synthetic://step27/v1_1/silver_sensitivity/seed_20260324/silver_sensitivity_matched_001/negative/v00/left||synthetic://step27/v1_1/silver_sensitivity/seed_20260324/silver_sensitivity_matched_001/negative/v00/right,synthetic://step27/v1_1/duplication/silver_sensitivity/seed_20260324/silver_sensitivity_matched_001/negative/v00,market_item.xlsx|中文暗网交易市场|seller_raw:36073||market_item.xlsx|茶马古道|seller_raw:/shop/6101,market_item.xlsx|中文暗网交易市场|seller_raw:36073,market_item.xlsx|茶马古道|seller_raw:/shop/6101,zh_target_strict_cc_50c6ef9245347923,3,negative,template_clone_not_controller,silver_sensitivity,20260324,0,section_order_rotation,aa64be0fc69e68b42b8c4560ac10e707f799aee83890690f8c3887f95d1a4b1a,01b2cab9a0f2e03df6da02610ca03e471ef500a1a9cf66c93f609878a354c366,0.120000000000,0.060000000000,1,0
synthetic://step27/v1_1/silver_sensitivity/seed_20260324/silver_sensitivity_matched_001/positive/v00/left||synthetic://step27/v1_1/silver_sensitivity/seed_20260324/silver_sensitivity_matched_001/positive/v00/right,synthetic://step27/v1_1/duplication/silver_sensitivity/seed_20260324/silver_sensitivity_matched_001/positive/v00,market_item.xlsx|中文暗网交易市场|seller_raw:121394||market_item.xlsx|中文暗网交易市场|seller_raw:157835,market_item.xlsx|中文暗网交易市场|seller_raw:121394,market_item.xlsx|中文暗网交易市场|seller_raw:157835,zh_target_strict_cc_8d579273f8d400c6,3,positive,same_controller_direct_identifier,silver_sensitivity,20260324,0,section_order_rotation,90d8ccb3951fafe18b3a3c88ce5d2502206b1a89a214022c932fc247c6b496ed,642bdd2e19c92eb70c4f0b2af17a4c98e5b2fb29ecf7f19681b0b1479f435ad5,0.550000000000,0.275000000000,1,0
synthetic://step27/v1_1/silver_sensitivity/seed_20260324/silver_sensitivity_matched_002/negative/v00/left||synthetic://step27/v1_1/silver_sensitivity/seed_20260324/silver_sensitivity_matched_002/negative/v00/right,synthetic://step27/v1_1/duplication/silver_sensitivity/seed_20260324/silver_sensitivity_matched_002/negative/v00,market_item.xlsx|中文暗网交易市场|seller_raw:603220||market_item.xlsx|茶马古道|seller_raw:/shop/396767,market_item.xlsx|中文暗网交易市场|seller_raw:603220,market_item.xlsx|茶马古道|seller_raw:/shop/396767,zh_target_strict_cc_ccff1905755794ed,2,negative,template_clone_not_controller,silver_sensitivity,20260324,0,section_order_rotation,752fe18f248f98a0791654e8b1c4b1dbb51064379dfa2a08bd77cfb2c4587129,8c6a7da78b408665f6aca74d27306cb0c8fdafc6358da4d7552939cefa4c74f8,0.120000000000,0.060000000000,1,0
synthetic://step27/v1_1/silver_sensitivity/seed_20260324/silver_sensitivity_matched_002/positive/v00/left||synthetic://step27/v1_1/silver_sensitivity/seed_20260324/silver_sensitivity_matched_002/positive/v00/right,synthetic://step27/v1_1/duplication/silver_sensitivity/seed_20260324/silver_sensitivity_matched_002/positive/v00,market_item.xlsx|中文暗网交易市场|seller_raw:361068||market_item.xlsx|中文暗网交易市场|seller_raw:45068,market_item.xlsx|中文暗网交易市场|seller_raw:361068,market_item.xlsx|中文暗网交易市场|seller_raw:45068,zh_target_strict_cc_540db623f3f9599c,2,positive,same_controller_direct_identifier,silver_sensitivity,20260324,0,section_order_rotation,f84c12d10340f04322db617c7ed4534750178feb0a576f1aaf7dd6f93944563e,6c7bdba20d9c3fb9fb3dbd2706a7eaceca38d29b2667261aa9aa088452b5b951,0.550000000000,0.275000000000,1,0
synthetic://step27/v1_1/silver_sensitivity/seed_20260324/silver_sensitivity_matched_003/negative/v00/left||synthetic://step27/v1_1/silver_sensitivity/seed_20260324/silver_sensitivity_matched_003/negative/v00/right,synthetic://step27/v1_1/duplication/silver_sensitivity/seed_20260324/silver_sensitivity_matched_003/negative/v00,market_item.xlsx|中文暗网交易市场|seller_raw:546317||market_item.xlsx|茶马古道|seller_raw:/shop/404772,market_item.xlsx|中文暗网交易市场|seller_raw:546317,market_item.xlsx|茶马古道|seller_raw:/shop/404772,zh_target_strict_cc_3b05f980bd46ca48,2,negative,template_clone_not_controller,silver_sensitivity,20260324,0,section_order_rotation,86db2a1c2a70a5ca3b3ecec4dbee0525a3625f007dee06957185579b6c44424f,7f2f3a09009d48392cb2627a0a481ebb6b254878978ed3a95533a0365622d2b2,0.160000000000,0.080000000000,1,0
synthetic://step27/v1_1/silver_sensitivity/seed_20260324/silver_sensitivity_matched_003/positive/v00/left||synthetic://step27/v1_1/silver_sensitivity/seed_20260324/silver_sensitivity_matched_003/positive/v00/right,synthetic://step27/v1_1/duplication/silver_sensitivity/seed_20260324/silver_sensitivity_matched_003/positive/v00,market_item.xlsx|中文暗网交易市场|seller_raw:361068||market_item.xlsx|中文暗网交易市场|seller_raw:596304,market_item.xlsx|中文暗网交易市场|seller_raw:361068,market_item.xlsx|中文暗网交易市场|seller_raw:596304,zh_target_strict_cc_540db623f3f9599c,2,positive,same_controller_direct_identifier,silver_sensitivity,20260324,0,section_order_rotation,4610f3ebdfca7a62ece7dc364a07d0a6583124bde6912072fd68a07cb1d2391d,cce704b5f7e00074386712727a44584ce6a7baf92627d4c956f5591b7cee8429,0.550000000000,0.275000000000,1,0
synthetic://step27/v1_1/silver_sensitivity/seed_20260324/silver_sensitivity_matched_004/negative/v00/left||synthetic://step27/v1_1/silver_sensitivity/seed_20260324/silver_sensitivity_matched_004/negative/v00/right,synthetic://step27/v1_1/duplication/silver_sensitivity/seed_20260324/silver_sensitivity_matched_004/negative/v00,market_item.xlsx|中文暗网交易市场|seller_raw:593428||market_item.xlsx|茶马古道|seller_raw:/shop/433481,market_item.xlsx|中文暗网交易市场|seller_raw:593428,market_item.xlsx|茶马古道|seller_raw:/shop/433481,zh_target_strict_cc_e01a2866bbaf02be,3,negative,template_clone_not_controller,silver_sensitivity,20260324,0,section_order_rotation,169252504fa05bef950914debdcd7af0d8d0b8ade939f53c05c7dc3bd17379fe,f4323b58d55d066bfef41135b103cd355451bb53959871d4594bb1e1f111e781,0.120000000000,0.060000000000,1,0
synthetic://step27/v1_1/silver_sensitivity/seed_20260324/silver_sensitivity_matched_004/positive/v00/left||synthetic://step27/v1_1/silver_sensitivity/seed_20260324/silver_sensitivity_matched_004/positive/v00/right,synthetic://step27/v1_1/duplication/silver_sensitivity/seed_20260324/silver_sensitivity_matched_004/positive/v00,market_item.xlsx|中文暗网交易市场|seller_raw:157835||market_item.xlsx|中文暗网交易市场|seller_raw:435064,market_item.xlsx|中文暗网交易市场|seller_raw:157835,market_item.xlsx|中文暗网交易市场|seller_raw:435064,zh_target_strict_cc_8d579273f8d400c6,3,positive,same_controller_direct_identifier,silver_sensitivity,20260324,0,section_order_rotation,7767f90c1fa302c9b606003aa166349b4ab43f466817f43ff178a8f54818118e,336d131cc037bc5222b93a4ea72d13024b1f780bfa96b49e294044789bac4f56,0.550000000000,0.275000000000,1,0
