synthetic_pair_uid,duplication_control_pair_uid,parent_pair_uid,parent_seller_uid_left,parent_seller_uid_right,component_id,fold,review_label,evidence_type,track,seed,variant_index,transform,left_profile_sha256,right_profile_sha256,parent_training_sample_weight,child_training_sample_weight,synthetic_train_only,benchmark_eligible
synthetic://step27/v1_1/silver_sensitivity/seed_20260323/silver_sensitivity_matched_000/negative/v00/left||synthetic://step27/v1_1/silver_sensitivity/seed_20260323/silver_sensitivity_matched_000/negative/v00/right,synthetic://step27/v1_1/duplication/silver_sensitivity/seed_20260323/silver_sensitivity_matched_000/negative/v00,market_item.xlsx|中文暗网交易市场|seller_raw:494256||market_item.xlsx|茶马古道|seller_raw:/shop/433651,market_item.xlsx|中文暗网交易市场|seller_raw:494256,market_item.xlsx|茶马古道|seller_raw:/shop/433651,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,template_clone_not_controller,silver_sensitivity,20260323,0,section_order_rotation,0612fb2b79b74aa12e7c2d3b29b5aa41a3badb28e84a20da9e410b580b88e4bd,712143dcbbe95f66d6cc04eba8b54076bc8e26d4222b2cfe8f9ccdb2253f2248,0.120000000000,0.060000000000,1,0
synthetic://step27/v1_1/silver_sensitivity/seed_20260323/silver_sensitivity_matched_000/positive/v00/left||synthetic://step27/v1_1/silver_sensitivity/seed_20260323/silver_sensitivity_matched_000/positive/v00/right,synthetic://step27/v1_1/duplication/silver_sensitivity/seed_20260323/silver_sensitivity_matched_000/positive/v00,market_item.xlsx|中文暗网交易市场|seller_raw:54210||market_item.xlsx|茶马古道|seller_raw:/shop/400997,market_item.xlsx|中文暗网交易市场|seller_raw:54210,market_item.xlsx|茶马古道|seller_raw:/shop/400997,zh_target_strict_cc_f7f70f2184be4bbd,0,positive,same_controller_direct_identifier,silver_sensitivity,20260323,0,section_order_rotation,39b2ed9f9808368db24fd1b74c7d64a67ac68d0a74b0d1f472089a1751096508,53437c6f24e9c2b2b9b57f0faeea6cb34f8a4653ac3175d33966aea8565c1eae,0.550000000000,0.275000000000,1,0
synthetic://step27/v1_1/silver_sensitivity/seed_20260323/silver_sensitivity_matched_001/negative/v00/left||synthetic://step27/v1_1/silver_sensitivity/seed_20260323/silver_sensitivity_matched_001/negative/v00/right,synthetic://step27/v1_1/duplication/silver_sensitivity/seed_20260323/silver_sensitivity_matched_001/negative/v00,market_item.xlsx|中文暗网交易市场|seller_raw:36073||market_item.xlsx|茶马古道|seller_raw:/shop/6101,market_item.xlsx|中文暗网交易市场|seller_raw:36073,market_item.xlsx|茶马古道|seller_raw:/shop/6101,zh_target_strict_cc_50c6ef9245347923,3,negative,template_clone_not_controller,silver_sensitivity,20260323,0,section_order_rotation,b0202f919882f5ccd910d7a2f6a9936c8ed7ed5d3283bf48ced294b4869d8db2,27d1731a5f16f05ad27923afd2382efce6cbbc96fee03f629d89223f85bd9a42,0.120000000000,0.060000000000,1,0
synthetic://step27/v1_1/silver_sensitivity/seed_20260323/silver_sensitivity_matched_001/positive/v00/left||synthetic://step27/v1_1/silver_sensitivity/seed_20260323/silver_sensitivity_matched_001/positive/v00/right,synthetic://step27/v1_1/duplication/silver_sensitivity/seed_20260323/silver_sensitivity_matched_001/positive/v00,market_item.xlsx|中文暗网交易市场|seller_raw:121394||market_item.xlsx|中文暗网交易市场|seller_raw:157835,market_item.xlsx|中文暗网交易市场|seller_raw:121394,market_item.xlsx|中文暗网交易市场|seller_raw:157835,zh_target_strict_cc_8d579273f8d400c6,3,positive,same_controller_direct_identifier,silver_sensitivity,20260323,0,section_order_rotation,2d4136d70f15d7dcd7971c8e8b81c774b4105271e911e3a40456e6e0a2eb4006,7219b3863ef3ead20e91f9c8b63b104aa5ed0410eb8aa367035d9d1940488528,0.550000000000,0.275000000000,1,0
synthetic://step27/v1_1/silver_sensitivity/seed_20260323/silver_sensitivity_matched_002/negative/v00/left||synthetic://step27/v1_1/silver_sensitivity/seed_20260323/silver_sensitivity_matched_002/negative/v00/right,synthetic://step27/v1_1/duplication/silver_sensitivity/seed_20260323/silver_sensitivity_matched_002/negative/v00,market_item.xlsx|中文暗网交易市场|seller_raw:603220||market_item.xlsx|茶马古道|seller_raw:/shop/396767,market_item.xlsx|中文暗网交易市场|seller_raw:603220,market_item.xlsx|茶马古道|seller_raw:/shop/396767,zh_target_strict_cc_ccff1905755794ed,2,negative,template_clone_not_controller,silver_sensitivity,20260323,0,section_order_rotation,abfa424917e54ac4725fbf4012d1032450b3f8e14b5a1b45f52eca5b9c4f9795,b4b7437bedd81747537d59fcc88ac9fa2786644be9bd94491888d9566b9d0056,0.120000000000,0.060000000000,1,0
synthetic://step27/v1_1/silver_sensitivity/seed_20260323/silver_sensitivity_matched_002/positive/v00/left||synthetic://step27/v1_1/silver_sensitivity/seed_20260323/silver_sensitivity_matched_002/positive/v00/right,synthetic://step27/v1_1/duplication/silver_sensitivity/seed_20260323/silver_sensitivity_matched_002/positive/v00,market_item.xlsx|中文暗网交易市场|seller_raw:361068||market_item.xlsx|中文暗网交易市场|seller_raw:45068,market_item.xlsx|中文暗网交易市场|seller_raw:361068,market_item.xlsx|中文暗网交易市场|seller_raw:45068,zh_target_strict_cc_540db623f3f9599c,2,positive,same_controller_direct_identifier,silver_sensitivity,20260323,0,section_order_rotation,ac6911b16f62d30f9da2bbc1a2590f0e8917cddb8a28132f066ed821a834f789,73250a486f4accec03110de303a319f49f545b3cd74af06c2beaea955a344eae,0.550000000000,0.275000000000,1,0
synthetic://step27/v1_1/silver_sensitivity/seed_20260323/silver_sensitivity_matched_003/negative/v00/left||synthetic://step27/v1_1/silver_sensitivity/seed_20260323/silver_sensitivity_matched_003/negative/v00/right,synthetic://step27/v1_1/duplication/silver_sensitivity/seed_20260323/silver_sensitivity_matched_003/negative/v00,market_item.xlsx|中文暗网交易市场|seller_raw:546317||market_item.xlsx|茶马古道|seller_raw:/shop/404772,market_item.xlsx|中文暗网交易市场|seller_raw:546317,market_item.xlsx|茶马古道|seller_raw:/shop/404772,zh_target_strict_cc_3b05f980bd46ca48,2,negative,template_clone_not_controller,silver_sensitivity,20260323,0,section_order_rotation,763ceb3f19d4e32982cd10fff3e900052a856ac3e91b36eea530742d08f071a9,f4745c9c16c6fe0103f17514b570aa4a3b58f1c65ea08cc9103f6206f6136ed5,0.160000000000,0.080000000000,1,0
synthetic://step27/v1_1/silver_sensitivity/seed_20260323/silver_sensitivity_matched_003/positive/v00/left||synthetic://step27/v1_1/silver_sensitivity/seed_20260323/silver_sensitivity_matched_003/positive/v00/right,synthetic://step27/v1_1/duplication/silver_sensitivity/seed_20260323/silver_sensitivity_matched_003/positive/v00,market_item.xlsx|中文暗网交易市场|seller_raw:361068||market_item.xlsx|中文暗网交易市场|seller_raw:596304,market_item.xlsx|中文暗网交易市场|seller_raw:361068,market_item.xlsx|中文暗网交易市场|seller_raw:596304,zh_target_strict_cc_540db623f3f9599c,2,positive,same_controller_direct_identifier,silver_sensitivity,20260323,0,section_order_rotation,36a0eaf4731f1d8131ae6557fb4c2c2711e67437f34831816c33075d8a0ecbfd,7b8262c397732e69a813732376e83d20936f86ac032702e8f1c7ed58bf373e58,0.550000000000,0.275000000000,1,0
synthetic://step27/v1_1/silver_sensitivity/seed_20260323/silver_sensitivity_matched_004/negative/v00/left||synthetic://step27/v1_1/silver_sensitivity/seed_20260323/silver_sensitivity_matched_004/negative/v00/right,synthetic://step27/v1_1/duplication/silver_sensitivity/seed_20260323/silver_sensitivity_matched_004/negative/v00,market_item.xlsx|中文暗网交易市场|seller_raw:593428||market_item.xlsx|茶马古道|seller_raw:/shop/433481,market_item.xlsx|中文暗网交易市场|seller_raw:593428,market_item.xlsx|茶马古道|seller_raw:/shop/433481,zh_target_strict_cc_e01a2866bbaf02be,3,negative,template_clone_not_controller,silver_sensitivity,20260323,0,section_order_rotation,e0c5a426aab45e1347e84e9195bbe9b6bda808522c441da686ec50c0d1c3d9ca,6b537c4fb08615dd42a53c57791d74ed209ecc1ed3c1a2971f3564a8d93337a2,0.120000000000,0.060000000000,1,0
synthetic://step27/v1_1/silver_sensitivity/seed_20260323/silver_sensitivity_matched_004/positive/v00/left||synthetic://step27/v1_1/silver_sensitivity/seed_20260323/silver_sensitivity_matched_004/positive/v00/right,synthetic://step27/v1_1/duplication/silver_sensitivity/seed_20260323/silver_sensitivity_matched_004/positive/v00,market_item.xlsx|中文暗网交易市场|seller_raw:157835||market_item.xlsx|中文暗网交易市场|seller_raw:435064,market_item.xlsx|中文暗网交易市场|seller_raw:157835,market_item.xlsx|中文暗网交易市场|seller_raw:435064,zh_target_strict_cc_8d579273f8d400c6,3,positive,same_controller_direct_identifier,silver_sensitivity,20260323,0,section_order_rotation,6d49893ead983c1367521c41edfc46902be3ca15258795c78b2a05014bc1b411,eb3be921899734933f3118cd3782c422791591de73966fe45b5d3a13e368fb0c,0.550000000000,0.275000000000,1,0
