synthetic_pair_uid,duplication_control_pair_uid,parent_pair_uid,parent_seller_uid_left,parent_seller_uid_right,component_id,fold,review_label,evidence_type,track,seed,variant_index,transform,left_profile_sha256,right_profile_sha256,parent_training_sample_weight,child_training_sample_weight,synthetic_train_only,benchmark_eligible
synthetic://step27/v1_1/primary/seed_20260322/primary_matched_000/negative/v00/left||synthetic://step27/v1_1/primary/seed_20260322/primary_matched_000/negative/v00/right,synthetic://step27/v1_1/duplication/primary/seed_20260322/primary_matched_000/negative/v00,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,market_item.xlsx|茶马古道|seller_raw:/shop/425704,market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,public_contact_or_url_noise,primary,20260322,0,section_order_rotation,0e93d46d50ee3d6fd2b91992d227e5ac9d5ceb84a833d274af4cb04b40bbf6c1,7374db12f70f9c13af98ca5a633629421900ca95f19b60e0b67dd782686d28a7,1.000000000000,0.250000000000,1,0
synthetic://step27/v1_1/primary/seed_20260322/primary_matched_000/positive/v00/left||synthetic://step27/v1_1/primary/seed_20260322/primary_matched_000/positive/v00/right,synthetic://step27/v1_1/duplication/primary/seed_20260322/primary_matched_000/positive/v00,market_item.xlsx|茶马古道|seller_raw:/shop/449035||market_item.xlsx|茶马古道|seller_raw:/shop/461222,market_item.xlsx|茶马古道|seller_raw:/shop/449035,market_item.xlsx|茶马古道|seller_raw:/shop/461222,zh_target_strict_cc_2e5c7caaf65dd8e0,0,positive,same_controller_direct_identifier,primary,20260322,0,section_order_rotation,51c1cd86de7674e4761c081754007a57ea1774ae5da1a015b00d201f1444df89,3e301bdc95086697404e7b41780674c605dac40ff332bc6ac928409cbd9ce62e,1.000000000000,0.250000000000,1,0
synthetic://step27/v1_1/primary/seed_20260322/primary_matched_000/negative/v01/left||synthetic://step27/v1_1/primary/seed_20260322/primary_matched_000/negative/v01/right,synthetic://step27/v1_1/duplication/primary/seed_20260322/primary_matched_000/negative/v01,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,market_item.xlsx|茶马古道|seller_raw:/shop/425704,market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,public_contact_or_url_noise,primary,20260322,1,segment_order_permutation_with_layout_normalization,3173fc69c1f14b2266887c8e3493dede5e3b70b94d7b42e4b87cf04acae3ef7a,9f7e57370c93886ae2bcb57f7b4a2179368bd1a49bd7fbd93db29991c7a44fb2,1.000000000000,0.250000000000,1,0
synthetic://step27/v1_1/primary/seed_20260322/primary_matched_000/positive/v01/left||synthetic://step27/v1_1/primary/seed_20260322/primary_matched_000/positive/v01/right,synthetic://step27/v1_1/duplication/primary/seed_20260322/primary_matched_000/positive/v01,market_item.xlsx|茶马古道|seller_raw:/shop/449035||market_item.xlsx|茶马古道|seller_raw:/shop/461222,market_item.xlsx|茶马古道|seller_raw:/shop/449035,market_item.xlsx|茶马古道|seller_raw:/shop/461222,zh_target_strict_cc_2e5c7caaf65dd8e0,0,positive,same_controller_direct_identifier,primary,20260322,1,segment_order_permutation_with_layout_normalization,1a58ef3c9da655c66170513e1bcfebf4680f1d6834d39937133053a305add70d,bb804a33ce555ba5492cb5121aaac76403e579fb153228d9de49b48c5b8abe14,1.000000000000,0.250000000000,1,0
synthetic://step27/v1_1/primary/seed_20260322/primary_matched_001/negative/v00/left||synthetic://step27/v1_1/primary/seed_20260322/primary_matched_001/negative/v00/right,synthetic://step27/v1_1/duplication/primary/seed_20260322/primary_matched_001/negative/v00,market_item.xlsx|中文暗网交易市场|seller_raw:438221||market_item.xlsx|中文暗网交易市场|seller_raw:61106,market_item.xlsx|中文暗网交易市场|seller_raw:438221,market_item.xlsx|中文暗网交易市场|seller_raw:61106,zh_target_strict_cc_18a4e6bd2c1b0e47,2,negative,ordinary_negative,primary,20260322,0,section_order_rotation,0059f9beeb905a5152632e690d0912da7337d82845e20ac33bddef68f0044bf7,acf2050bc1fb6c46e69bb3eced63d963ef80bc537585c5f67afc4ef7bd737176,1.000000000000,0.250000000000,1,0
synthetic://step27/v1_1/primary/seed_20260322/primary_matched_001/positive/v00/left||synthetic://step27/v1_1/primary/seed_20260322/primary_matched_001/positive/v00/right,synthetic://step27/v1_1/duplication/primary/seed_20260322/primary_matched_001/positive/v00,market_item.xlsx|茶马古道|seller_raw:/shop/440200||market_item.xlsx|茶马古道|seller_raw:/shop/450020,market_item.xlsx|茶马古道|seller_raw:/shop/440200,market_item.xlsx|茶马古道|seller_raw:/shop/450020,zh_target_strict_cc_9991bf542ace4262,2,positive,same_controller_style_structural_soft,primary,20260322,0,section_order_rotation,e89dc43033737f5694f1cfc229fcd79359cc83d4968c7740e655bec76d1e4a3e,2f6610338a7978acb6a8b8b59fcea7cdfb54756a3c0691604f1ce69ff6933b8b,1.000000000000,0.250000000000,1,0
synthetic://step27/v1_1/primary/seed_20260322/primary_matched_001/negative/v01/left||synthetic://step27/v1_1/primary/seed_20260322/primary_matched_001/negative/v01/right,synthetic://step27/v1_1/duplication/primary/seed_20260322/primary_matched_001/negative/v01,market_item.xlsx|中文暗网交易市场|seller_raw:438221||market_item.xlsx|中文暗网交易市场|seller_raw:61106,market_item.xlsx|中文暗网交易市场|seller_raw:438221,market_item.xlsx|中文暗网交易市场|seller_raw:61106,zh_target_strict_cc_18a4e6bd2c1b0e47,2,negative,ordinary_negative,primary,20260322,1,segment_order_permutation_with_layout_normalization,6567be3b08a6bf294af76768b21e24aec34baa0bdfa9da972a3f39aa0a3371e4,894e26f3240f4d0d939ae4cade21fa72b1d953755ea7e43bfa08c83a44ad7f00,1.000000000000,0.250000000000,1,0
synthetic://step27/v1_1/primary/seed_20260322/primary_matched_001/positive/v01/left||synthetic://step27/v1_1/primary/seed_20260322/primary_matched_001/positive/v01/right,synthetic://step27/v1_1/duplication/primary/seed_20260322/primary_matched_001/positive/v01,market_item.xlsx|茶马古道|seller_raw:/shop/440200||market_item.xlsx|茶马古道|seller_raw:/shop/450020,market_item.xlsx|茶马古道|seller_raw:/shop/440200,market_item.xlsx|茶马古道|seller_raw:/shop/450020,zh_target_strict_cc_9991bf542ace4262,2,positive,same_controller_style_structural_soft,primary,20260322,1,segment_order_permutation_with_layout_normalization,897324a79f4000fa0f6fb55f4c97f453fe2360bda0efc3c38574fadec4247769,5b0150eb6eda4f613ca8f92d8f01a13a0d3b3a5a467b406c397e194130ade385,1.000000000000,0.250000000000,1,0
synthetic://step27/v1_1/primary/seed_20260322/primary_matched_002/negative/v00/left||synthetic://step27/v1_1/primary/seed_20260322/primary_matched_002/negative/v00/right,synthetic://step27/v1_1/duplication/primary/seed_20260322/primary_matched_002/negative/v00,market_item.xlsx|茶马古道|seller_raw:/shop/427282||market_item.xlsx|茶马古道|seller_raw:/shop/436862,market_item.xlsx|茶马古道|seller_raw:/shop/427282,market_item.xlsx|茶马古道|seller_raw:/shop/436862,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,ordinary_negative,primary,20260322,0,section_order_rotation,96b8bb21a8b404ad2d2f43f9c33ddff70efe842e5589b3e3b81a6e9b42ed0834,2226c0350e099774376946c5f708a051d5b7d773d3ecde467a63166bc035b124,1.000000000000,0.250000000000,1,0
synthetic://step27/v1_1/primary/seed_20260322/primary_matched_002/positive/v00/left||synthetic://step27/v1_1/primary/seed_20260322/primary_matched_002/positive/v00/right,synthetic://step27/v1_1/duplication/primary/seed_20260322/primary_matched_002/positive/v00,market_item.xlsx|中文暗网交易市场|seller_raw:264776||market_item.xlsx|茶马古道|seller_raw:/shop/385,market_item.xlsx|中文暗网交易市场|seller_raw:264776,market_item.xlsx|茶马古道|seller_raw:/shop/385,zh_target_strict_cc_5d2591f16cbcd99a,0,positive,same_controller_style_structural_soft,primary,20260322,0,section_order_rotation,e7862e073f05d07e5af25f6520427f200600de3777d9d9b9cbe500013980c183,98843d86d9ad9988b920786d0579421f52e13c13ad6e12624d295e45012e1300,1.000000000000,0.250000000000,1,0
synthetic://step27/v1_1/primary/seed_20260322/primary_matched_002/negative/v01/left||synthetic://step27/v1_1/primary/seed_20260322/primary_matched_002/negative/v01/right,synthetic://step27/v1_1/duplication/primary/seed_20260322/primary_matched_002/negative/v01,market_item.xlsx|茶马古道|seller_raw:/shop/427282||market_item.xlsx|茶马古道|seller_raw:/shop/436862,market_item.xlsx|茶马古道|seller_raw:/shop/427282,market_item.xlsx|茶马古道|seller_raw:/shop/436862,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,ordinary_negative,primary,20260322,1,segment_order_permutation_with_layout_normalization,a9dfd67c8c12d0a9f6bb2a31e2c155fa500a383ab63ec2279e6c03b8d31456ec,58037dca8f501eb0a860d05bfd0f0dab731db53444b91332b2e7eca6d19771dd,1.000000000000,0.250000000000,1,0
synthetic://step27/v1_1/primary/seed_20260322/primary_matched_002/positive/v01/left||synthetic://step27/v1_1/primary/seed_20260322/primary_matched_002/positive/v01/right,synthetic://step27/v1_1/duplication/primary/seed_20260322/primary_matched_002/positive/v01,market_item.xlsx|中文暗网交易市场|seller_raw:264776||market_item.xlsx|茶马古道|seller_raw:/shop/385,market_item.xlsx|中文暗网交易市场|seller_raw:264776,market_item.xlsx|茶马古道|seller_raw:/shop/385,zh_target_strict_cc_5d2591f16cbcd99a,0,positive,same_controller_style_structural_soft,primary,20260322,1,segment_order_permutation_with_layout_normalization,23e7f716833ba01c6142014b41dfd74948139246bfb26b439522886f87c48cd6,45bcd5ef4c330d1220e8da6ee138bfe01fe4bd60f5e8e6f7645c3302b0a0b458,1.000000000000,0.250000000000,1,0
synthetic://step27/v1_1/primary/seed_20260322/primary_matched_003/negative/v00/left||synthetic://step27/v1_1/primary/seed_20260322/primary_matched_003/negative/v00/right,synthetic://step27/v1_1/duplication/primary/seed_20260322/primary_matched_003/negative/v00,market_item.xlsx|中文暗网交易市场|seller_raw:41552||market_item.xlsx|中文暗网交易市场|seller_raw:546723,market_item.xlsx|中文暗网交易市场|seller_raw:41552,market_item.xlsx|中文暗网交易市场|seller_raw:546723,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,ordinary_negative,primary,20260322,0,section_order_rotation,9a48662d49a4584541bff2dbcde33fb1af339d6f94e248ed01e27eb562cd3851,e5da6fed6dcd376b9429f9a98a9dffae9ef1e1f0dc5fd5c572354e18e47e95c2,1.000000000000,0.250000000000,1,0
synthetic://step27/v1_1/primary/seed_20260322/primary_matched_003/positive/v00/left||synthetic://step27/v1_1/primary/seed_20260322/primary_matched_003/positive/v00/right,synthetic://step27/v1_1/duplication/primary/seed_20260322/primary_matched_003/positive/v00,market_item.xlsx|中文暗网交易市场|seller_raw:19692||market_item.xlsx|中文暗网交易市场|seller_raw:357141,market_item.xlsx|中文暗网交易市场|seller_raw:19692,market_item.xlsx|中文暗网交易市场|seller_raw:357141,zh_target_strict_cc_e21fd6d89ecb3687,0,positive,same_controller_style_structural_soft,primary,20260322,0,section_order_rotation,b539a68654f55c957f4137c6d304400acc6c915899cc1b06f5abad270909dc1a,00c002404afe58aa4b466f4220df77dc99df2a12a71dba64cea213228daf6f42,1.000000000000,0.250000000000,1,0
synthetic://step27/v1_1/primary/seed_20260322/primary_matched_003/negative/v01/left||synthetic://step27/v1_1/primary/seed_20260322/primary_matched_003/negative/v01/right,synthetic://step27/v1_1/duplication/primary/seed_20260322/primary_matched_003/negative/v01,market_item.xlsx|中文暗网交易市场|seller_raw:41552||market_item.xlsx|中文暗网交易市场|seller_raw:546723,market_item.xlsx|中文暗网交易市场|seller_raw:41552,market_item.xlsx|中文暗网交易市场|seller_raw:546723,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,ordinary_negative,primary,20260322,1,segment_order_permutation_with_layout_normalization,1b36d76a5eeabed8c2de3e0a7e9ddd2ee8e5aa3e474885b3c3e951bda391dcd2,4983d58fb7aee799451c8d3102558eeaffd4c5e58f5e7d94b7aece7dff958674,1.000000000000,0.250000000000,1,0
synthetic://step27/v1_1/primary/seed_20260322/primary_matched_003/positive/v01/left||synthetic://step27/v1_1/primary/seed_20260322/primary_matched_003/positive/v01/right,synthetic://step27/v1_1/duplication/primary/seed_20260322/primary_matched_003/positive/v01,market_item.xlsx|中文暗网交易市场|seller_raw:19692||market_item.xlsx|中文暗网交易市场|seller_raw:357141,market_item.xlsx|中文暗网交易市场|seller_raw:19692,market_item.xlsx|中文暗网交易市场|seller_raw:357141,zh_target_strict_cc_e21fd6d89ecb3687,0,positive,same_controller_style_structural_soft,primary,20260322,1,segment_order_permutation_with_layout_normalization,a719bc729a6b587b1ae770fa98cc11716cd23af7a337a577fc8cd080ffc504dd,7dd0714d5aae999da3a80c4023c38829b19c50a85968e7a1a6eea0efc8ee5b61,1.000000000000,0.250000000000,1,0
