synthetic_pair_uid,duplication_control_pair_uid,parent_pair_uid,parent_seller_uid_left,parent_seller_uid_right,component_id,fold,review_label,evidence_type,track,seed,variant_index,transform,left_profile_sha256,right_profile_sha256,parent_training_sample_weight,child_training_sample_weight,synthetic_train_only,benchmark_eligible
synthetic://step27/v1_1/primary/seed_20260329/primary_matched_000/negative/v00/left||synthetic://step27/v1_1/primary/seed_20260329/primary_matched_000/negative/v00/right,synthetic://step27/v1_1/duplication/primary/seed_20260329/primary_matched_000/negative/v00,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,market_item.xlsx|茶马古道|seller_raw:/shop/425704,market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,public_contact_or_url_noise,primary,20260329,0,section_order_rotation,5316b7ad27e925a2b4a979ad712b36c05eb8062988dd2bde98f9fc33058a6529,d8d8fc24424f9af5b9f9a92c40e77ce3c5ad75b6b3d919724c96fcc6c032dd1e,1.000000000000,0.250000000000,1,0
synthetic://step27/v1_1/primary/seed_20260329/primary_matched_000/positive/v00/left||synthetic://step27/v1_1/primary/seed_20260329/primary_matched_000/positive/v00/right,synthetic://step27/v1_1/duplication/primary/seed_20260329/primary_matched_000/positive/v00,market_item.xlsx|茶马古道|seller_raw:/shop/449035||market_item.xlsx|茶马古道|seller_raw:/shop/461222,market_item.xlsx|茶马古道|seller_raw:/shop/449035,market_item.xlsx|茶马古道|seller_raw:/shop/461222,zh_target_strict_cc_2e5c7caaf65dd8e0,0,positive,same_controller_direct_identifier,primary,20260329,0,section_order_rotation,494e53fcbcf958caf28eec184ccacbc668d8714a02053a33ab009cb421eb761a,2c12abadb6b7acfbd695b5268629604a5b5d15d764924a8774337816b457a3a5,1.000000000000,0.250000000000,1,0
synthetic://step27/v1_1/primary/seed_20260329/primary_matched_000/negative/v01/left||synthetic://step27/v1_1/primary/seed_20260329/primary_matched_000/negative/v01/right,synthetic://step27/v1_1/duplication/primary/seed_20260329/primary_matched_000/negative/v01,market_item.xlsx|茶马古道|seller_raw:/shop/425704||market_item.xlsx|茶马古道|seller_raw:/shop/464140,market_item.xlsx|茶马古道|seller_raw:/shop/425704,market_item.xlsx|茶马古道|seller_raw:/shop/464140,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,public_contact_or_url_noise,primary,20260329,1,segment_order_permutation_with_layout_normalization,7639603dd878ea85524ca5ea2ba1fcdf5664992082b3b75b3e82d424f1b7c9d0,022ee9717586c3c94eef01d2fc335fbea88cf0b9cb58a2207ef74fa06bab8c3b,1.000000000000,0.250000000000,1,0
synthetic://step27/v1_1/primary/seed_20260329/primary_matched_000/positive/v01/left||synthetic://step27/v1_1/primary/seed_20260329/primary_matched_000/positive/v01/right,synthetic://step27/v1_1/duplication/primary/seed_20260329/primary_matched_000/positive/v01,market_item.xlsx|茶马古道|seller_raw:/shop/449035||market_item.xlsx|茶马古道|seller_raw:/shop/461222,market_item.xlsx|茶马古道|seller_raw:/shop/449035,market_item.xlsx|茶马古道|seller_raw:/shop/461222,zh_target_strict_cc_2e5c7caaf65dd8e0,0,positive,same_controller_direct_identifier,primary,20260329,1,segment_order_permutation_with_layout_normalization,ec07e260b1406921e11955d217f372a46fb39512a8d94b4adfa18bf1d6b50e22,b98d6931ab4e9b7648ea67562b7b401aba5414f7df0a8cc136f07208c5b316e8,1.000000000000,0.250000000000,1,0
synthetic://step27/v1_1/primary/seed_20260329/primary_matched_001/negative/v00/left||synthetic://step27/v1_1/primary/seed_20260329/primary_matched_001/negative/v00/right,synthetic://step27/v1_1/duplication/primary/seed_20260329/primary_matched_001/negative/v00,market_item.xlsx|中文暗网交易市场|seller_raw:438221||market_item.xlsx|中文暗网交易市场|seller_raw:61106,market_item.xlsx|中文暗网交易市场|seller_raw:438221,market_item.xlsx|中文暗网交易市场|seller_raw:61106,zh_target_strict_cc_18a4e6bd2c1b0e47,2,negative,ordinary_negative,primary,20260329,0,section_order_rotation,d4c00bd2625c568a5eceeb222b0469bdca27a6ce1c66eed5600a0335854083e1,f22984c23ee9bf17f4b49366ff98ae618025738eb0d6b78430cd0acf52d903aa,1.000000000000,0.250000000000,1,0
synthetic://step27/v1_1/primary/seed_20260329/primary_matched_001/positive/v00/left||synthetic://step27/v1_1/primary/seed_20260329/primary_matched_001/positive/v00/right,synthetic://step27/v1_1/duplication/primary/seed_20260329/primary_matched_001/positive/v00,market_item.xlsx|茶马古道|seller_raw:/shop/440200||market_item.xlsx|茶马古道|seller_raw:/shop/450020,market_item.xlsx|茶马古道|seller_raw:/shop/440200,market_item.xlsx|茶马古道|seller_raw:/shop/450020,zh_target_strict_cc_9991bf542ace4262,2,positive,same_controller_style_structural_soft,primary,20260329,0,section_order_rotation,48c88fc0beae916730cf7f90b15ee7bc5b7359fe83c7d815bfeab670f3d7e274,970050e1c8a5e669e8f9cfdc93176ee89cbe5a2882fd4ac12e127d89d81811cb,1.000000000000,0.250000000000,1,0
synthetic://step27/v1_1/primary/seed_20260329/primary_matched_001/negative/v01/left||synthetic://step27/v1_1/primary/seed_20260329/primary_matched_001/negative/v01/right,synthetic://step27/v1_1/duplication/primary/seed_20260329/primary_matched_001/negative/v01,market_item.xlsx|中文暗网交易市场|seller_raw:438221||market_item.xlsx|中文暗网交易市场|seller_raw:61106,market_item.xlsx|中文暗网交易市场|seller_raw:438221,market_item.xlsx|中文暗网交易市场|seller_raw:61106,zh_target_strict_cc_18a4e6bd2c1b0e47,2,negative,ordinary_negative,primary,20260329,1,segment_order_permutation_with_layout_normalization,a895e914f71af0739386510c0fe0eae37a503d8d679696f7ee736bf8d9dd014e,4a8c7d0afe7c4fc61d1b5452ff5194c4dc3180de5cf8b0f746fdc18d0477e2ce,1.000000000000,0.250000000000,1,0
synthetic://step27/v1_1/primary/seed_20260329/primary_matched_001/positive/v01/left||synthetic://step27/v1_1/primary/seed_20260329/primary_matched_001/positive/v01/right,synthetic://step27/v1_1/duplication/primary/seed_20260329/primary_matched_001/positive/v01,market_item.xlsx|茶马古道|seller_raw:/shop/440200||market_item.xlsx|茶马古道|seller_raw:/shop/450020,market_item.xlsx|茶马古道|seller_raw:/shop/440200,market_item.xlsx|茶马古道|seller_raw:/shop/450020,zh_target_strict_cc_9991bf542ace4262,2,positive,same_controller_style_structural_soft,primary,20260329,1,segment_order_permutation_with_layout_normalization,7da378bf13e9ad4bf8fb9e1125dbc9320f78cc14ec694650c6ffd021e8939f84,1a46212a679f6d5cd3d082577448ac5797de63ecdc4d6d4607e135f299f374f3,1.000000000000,0.250000000000,1,0
synthetic://step27/v1_1/primary/seed_20260329/primary_matched_002/negative/v00/left||synthetic://step27/v1_1/primary/seed_20260329/primary_matched_002/negative/v00/right,synthetic://step27/v1_1/duplication/primary/seed_20260329/primary_matched_002/negative/v00,market_item.xlsx|茶马古道|seller_raw:/shop/427282||market_item.xlsx|茶马古道|seller_raw:/shop/436862,market_item.xlsx|茶马古道|seller_raw:/shop/427282,market_item.xlsx|茶马古道|seller_raw:/shop/436862,zh_target_strict_cc_2e5c7caaf65dd8e0,0,negative,ordinary_negative,primary,20260329,0,section_order_rotation,9f1c476f12a8db5f04974fae2815263bcffa2f7a50d27d212c4916f2bffed343,3530c2d270fd4f2f9d0876f3e25e279cb88e008ef04f60c51a88dd44a648cf1a,1.000000000000,0.250000000000,1,0
synthetic://step27/v1_1/primary/seed_20260329/primary_matched_002/positive/v00/left||synthetic://step27/v1_1/primary/seed_20260329/primary_matched_002/positive/v00/right,synthetic://step27/v1_1/duplication/primary/seed_20260329/primary_matched_002/positive/v00,market_item.xlsx|中文暗网交易市场|seller_raw:264776||market_item.xlsx|茶马古道|seller_raw:/shop/385,market_item.xlsx|中文暗网交易市场|seller_raw:264776,market_item.xlsx|茶马古道|seller_raw:/shop/385,zh_target_strict_cc_5d2591f16cbcd99a,0,positive,same_controller_style_structural_soft,primary,20260329,0,section_order_rotation,8ee881e64188fc0958b061b33bb6ac8e2e3291d073df39aabe2e1b2f5cf8b6bc,8ecd5b33ef23ffd533c802f9781e6fa569135900f6cbbb0714578323b4299442,1.000000000000,0.250000000000,1,0
