pair_uid,pool,boundary,component_id,review_label,evidence_type,silver_train_only,evidence_state,shared_identifier_types,shared_token_hashes,clean_source_only_score,raw_logit_correction,applied_logit_correction,expert_action,operational_fused_score
market_item.xlsx|中文暗网交易市场|seller_raw:11457||market_item.xlsx|中文暗网交易市场|seller_raw:517245,zh_target_strict,d0_current_canonical_train,zh_target_strict_cc_2e5c7caaf65dd8e0,negative,ordinary_negative,,no_shared_identifier,,,0.018687829848,0.044694242402,0.000000000000,no_score_change,0.018687829848
market_item.xlsx|中文暗网交易市场|seller_raw:11457||market_item.xlsx|中文暗网交易市场|seller_raw:566597,zh_target_strict,d0_current_canonical_train,zh_target_strict_cc_2e5c7caaf65dd8e0,negative,ordinary_negative,,no_shared_identifier,,,0.006603029397,0.044694242402,0.000000000000,no_score_change,0.006603029397
market_item.xlsx|中文暗网交易市场|seller_raw:11929||market_item.xlsx|茶马古道|seller_raw:/shop/465096,zh_target_strict,d0_current_canonical_train,zh_target_strict_cc_98fd200e7860ef19,negative,semantic_topic_not_controller,,no_shared_identifier,,,0.091172476587,0.044694242402,0.000000000000,no_score_change,0.091172476587
market_item.xlsx|中文暗网交易市场|seller_raw:121394||market_item.xlsx|中文暗网交易市场|seller_raw:149940,zh_target_strict,d0_current_canonical_train,zh_target_strict_cc_8d579273f8d400c6,positive,same_controller_direct_identifier,1,risky_only_shared,external_url,97a4f2dcaa259476,0.422919389803,2.077550308177,0.000000000000,nonpositive_downgrade,0.422919389803
market_item.xlsx|中文暗网交易市场|seller_raw:121394||market_item.xlsx|中文暗网交易市场|seller_raw:157835,zh_target_strict,d0_current_canonical_train,zh_target_strict_cc_8d579273f8d400c6,positive,same_controller_direct_identifier,1,risky_only_shared,external_url,e80bc4b091dc7ddb;97a4f2dcaa259476,0.330820670317,2.597472712192,0.000000000000,nonpositive_downgrade,0.330820670317
market_item.xlsx|中文暗网交易市场|seller_raw:121394||market_item.xlsx|中文暗网交易市场|seller_raw:312538,zh_target_strict,d0_current_canonical_train,zh_target_strict_cc_8d579273f8d400c6,positive,same_controller_direct_identifier,1,risky_only_shared,external_url,97a4f2dcaa259476,0.432203852802,2.077550308177,0.000000000000,nonpositive_downgrade,0.432203852802
market_item.xlsx|中文暗网交易市场|seller_raw:121394||market_item.xlsx|中文暗网交易市场|seller_raw:435064,zh_target_strict,d0_current_canonical_train,zh_target_strict_cc_8d579273f8d400c6,positive,same_controller_direct_identifier,1,risky_only_shared,external_url,e80bc4b091dc7ddb;2e7ec9461338a59d,0.410339123696,2.603459895297,0.000000000000,nonpositive_downgrade,0.410339123696
market_item.xlsx|中文暗网交易市场|seller_raw:121394||market_item.xlsx|中文暗网交易市场|seller_raw:436422,zh_target_strict,d0_current_canonical_train,zh_target_strict_cc_8d579273f8d400c6,positive,same_controller_direct_identifier,1,risky_only_shared,external_url,97a4f2dcaa259476,0.307435304469,2.077550308177,0.000000000000,nonpositive_downgrade,0.307435304469
market_item.xlsx|中文暗网交易市场|seller_raw:121394||market_item.xlsx|中文暗网交易市场|seller_raw:95895,zh_target_strict,d0_current_canonical_train,zh_target_strict_cc_8d579273f8d400c6,positive,same_controller_direct_identifier,1,risky_only_shared,external_url,e80bc4b091dc7ddb,0.404773866588,2.077550308177,0.000000000000,nonpositive_downgrade,0.404773866588
market_item.xlsx|中文暗网交易市场|seller_raw:137444||market_item.xlsx|中文暗网交易市场|seller_raw:473991,zh_target_strict,d0_current_canonical_train,zh_target_strict_cc_2e5c7caaf65dd8e0,negative,ordinary_negative,,no_shared_identifier,,,0.030607330354,0.044694242402,0.000000000000,no_score_change,0.030607330354
