pair_uid,label,sample_weight
cdab9ec6b66f79ecce93feb7a5bcdf8506c625331c3eb4b2b8899e0dc80a5c62,0,0.5
d3c83c1bd8fbd295883736f7dcb8230343e4cdf71379e876e0bb303698c1c3ad,0,0.16666666666666666
03a2a7be6e174bddf3203ba349d082f4930d47c3ce86c20a531d628224fe1395,0,0.16666666666666666
f79d0631fb28da6afb17d916dc04e5778b623bdf2bec1c94c53c3a283028b427,0,0.16666666666666666
61ac7be3b0fb953d64a1b0abe86817c4ac28e03f6c6aa9f064156705f34d537d,0,0.5
b1b19fe82819e987f65ef5371ef7bfd10f9100975153b6ee928bf308f2da2a43,0,0.5
364b9a3b651f06d7777b64891b33f5a58e3cf03ca3b93686166347fcd18c9025,1,0.33333333333333331
8a3fafe7eb60ef16858285505fc5be3d4ff4760a48ee7e458db364262546c0b4,1,0.33333333333333331
661ad5c4510bf9eed7829451d0efce1072f7898aca5643bede0a341c1fae14af,0,0.16666666666666666
a09dc716738a4b8c25a4be37e00b85d92d93cc41dfc029600edb6c9b7b968ea5,0,0.5
374f02ac82ed537fd9ec2df04ab19bf63bec8ea1d091a3a41f26c58ae6d6ecbb,0,0.16666666666666666
7bd4cfa68eb9c88dbae3b16a88b26062f47a04d4b4a00dff64b3748649062b2f,0,0.5
294e01caee0b193327f547caaeed6db43e60236ec9641a5e2e94135a689a65eb,1,0.33333333333333331
965a438fa5812fe94eb04c94b2194db5ffc93ccc09604d996e655a5efae23d1a,1,1
3e35c437c183a356898590aae4f142890b17a413b0f3e17e15463b2e0cca32dc,1,1
f2b5ab88c13aabc11a2244278e1c5c4114bc5d9c9f072873326a6e73325962af,0,0.16666666666666666
17c06997861bd849b79d53bf8e8059d4611aeafeb1e5903548d01107660ec4d0,1,1
f63237a965330a12aefd96d9afc92d82fa4ecef623a728961515d05980890845,0,0.5
09f9111da7b6926cc973bf9deb5f647884748f4a8e193dc02737037e07480ef9,1,1
523a408713751a5373242791f82f4fe46c12916aaeb825733c71b3fe668e66d5,1,0.33333333333333331
39243dc4767f6eb46d091d66e48309635415e1292e40cc90bffe531bb6fc4d64,0,0.16666666666666666
a5d18511f7c56a7440132da2c90eb5645af8bc2cc7492c224ac3847cec4f43d6,0,0.5
eed136d80eeb31378d7bd1011b1fd73e4c4ca1613589e56b123508ee14ad92ab,1,1
16d22e6e3d3d04ea0a51786b1ab4b5afae9ed9dd69957d3f1fbe934124ffac77,0,0.5
f5cf2d1de4e1d59a13da519d827cff08dcae4f68427fc6d527231e821198e1be,0,0.5
f4327ee7be72f318414e63491781a89f9b0624990c7257201aab10575b37ddde,0,0.16666666666666666
ebe2c2f7a72fd38d768db507a5dea8634086843b35c329594cc13286449737f8,0,0.16666666666666666
9db96de6696cb939b52feceb6f15fabc70a89ca8aeb01ac55078d0539fbe88d8,0,0.16666666666666666
bd7c0ad32ba3e3f481e3689174583853751db5aac14cea39a6580b86831a4307,0,0.5
1f73ae5a0f8ce8d4d96872bab2c37226f175ee012b27565a6759d2da37710720,0,0.5
8ad6ff535d65aabc812535e74e1c75d317d73169166ae49ff88fb92a378cca0d,0,0.5
5ba5ed3e9a28b34f684d6e255915fa611d4d12bb506ebb32276156bcf5161586,0,0.16666666666666666
bd31742067858c6840fd03d64141f23d9ad37368acfde7aa82067b8d06bca3d7,0,0.5
3a05df18988fc211597c2d9faaa19029ec591317cee02806ec4eb0ea88eb1836,0,0.5
9cc0d0a888c24e8bed3779bbe73397e05e7b122e797ca8f96d8fde411cf680d0,1,1
4f8efd3ba70a407b12160d9aa6ec2b7c0b900443075e6a5c2a7a04064330ae16,0,0.5
8b6144785b1685daccf7f9fc4f591fb479534972470feb611aa3914c93b3617f,0,0.16666666666666666
430f7a5cd4618db5347e1a6f1f18e7f2b9a043ed25950c3ab9a9c4c5960fa592,1,0.33333333333333331
85bb34c3c1e5d5df29a6ce8132348d22bee922bf82d370c996082266726f825a,0,0.5
3cad108c9fbe238c50ce7dc57151c89147743abb7468c4ce8f83dfdc76a0cad2,0,0.16666666666666666
a228916f745efea62825c5d90f320344bc3b50eae7ee5ce0499d01f4d6448fb6,1,1
c3555acc69086b5d3fccb431dc4a832c47b0980fd42382fde4d4c23e56c1b9fb,1,1
6cd7f76d7022f8616e669e8b60fa941fc09cc717d74c470db4dce414f3d354a8,0,0.5
a779f0eb0959cddda59b9fdae2c1414795e4b2b192b7e6c5c52a82fd19426995,0,0.5
fd39a08f729ada68007fc68466c73ecfcbe37dc07929f0bbeaa5b4ebe7fd0c44,0,0.16666666666666666
ff66fa5a884b348f06357e76f0034aeab8ecf5c26d999b3dcdc0210d43bf28f8,0,0.5
8936079a2cf85850dfca2c8a74b976b0e16bd389af6b813e49937e1afb3567c7,0,0.5
d3eabaa21b407c5434de5aa396e728f07c8b6e9a2b4b8eecbd12284b64a9144a,0,0.16666666666666666
abe6bffbc347230fc272eac06a2a4558bcc1b1d466cfd0bc8ea172eb02ffc3fc,1,1
125c806d6811a5c638b183ba1aa537ba1bdda85b19fd37a6578808d908478505,0,0.16666666666666666
98465445eaec9fee68485877a34e8cabb21551503c523ec4daf233ac8dda8bb1,0,0.5
0dc73c8c7ab997abb7b1b794e06889e7dd9f8827d05d6c3eac829df5c6ba5746,0,0.5
